record_id,collected_title,study_id,canonical_title,original_pathway,original_min,original_max,original_unit,restored_unit,text_locator,table_context,input_provenance,primary_pdf_read_this_run,accepted,disposition,lo,hi,unit,matched_quantity,matched_context,endpoint,reason,conversion_factor,reported_uncertainty_not_assumed_SE,numeric_key,representative_record_id,measurement_scope,stratum,family,corrected_scope,corrected_stratum,status,decision_reason,range_semantics,mapping_level,primary_pdf_reverified,point_document_count,log_point,clean_decision,clean_reason,endpoint_before_cleaning,stratum_before_cleaning,scope_after_cleaning,clean_representative_id,range_use,admission_basis,source_record_id,expanded_quantity_id,admission_note,comparison_group,comparison_basis,center,within_study_reference,comparison_document_count,common_reference,between_document_enabled
PATH-01830,Assessment of Microplastics in a Municipal Wastewater Treatm,TBL-604a22a3b71e,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP/Hydrological,99.9,99.9,,,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 678,"for microfiber removal. [Page 3 ---, keyword: removal efficiency] c); 95.16% (Yang et al. 2019), or 99.9% (Carr et al. 2016), among many others. [Page",table_context_only_not_reverified,False,True,accepted_table_quantity,0.0009999999999998,0.0009999999999998,fraction,99.9%,", keyword: removal efficiency] c); 95.16% (Yang et al. 2019), or 99.9% (Carr et al. 2016), among many others. [Page",Hydrological_transmission,,0.01,False,TBL-604a22a3b71e|Hydrological_transmission|fraction|0.001|0.001,PATH-01830,unspecified,Hydrological_transmission::fraction::treatment_unspecified_fraction_unspecified,Hydrological_transmission,treatment_unspecified_fraction_unspecified,Hydrological_transmission::fraction::treatment_unspecified_fraction_unspecified,bootstrap_input,,point_or_summary,proxy_family_not_physical_transfer,False,2.0,-6.907755278982337,retain,Point estimate or explicitly reported finite scenario range,Hydrological_transmission,Hydrological_transmission::fraction::unspecified,treatment_unspecified_fraction_unspecified,PATH-01830,point_scenario,retained_previous_cleaned_input,PATH-01830,PATH-01830,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,0.0009999999999998,0.0009999999999998,0,0.0009999999999998,False
PATH-01860,Microplastic abundance in atmospheric deposition within the,TBL-539821352776,Microplastic abundance in atmospheric deposition within the Metropolitan area of,Atmospheric,365.0,365.0,particles/m2,particles/m2,pathway_parameters_FULL_STRUCTURED.xlsx::6. Atmospheric Deposition::row 1048,"rticles/ | Context: , France, 118 particles/m2/day (Dris et al., 2015a) and the French Pyrenees one 365 particles/m2/day (Allen et al., 2019). In Hamb",table_context_only_not_reverified,False,True,accepted_table_quantity,365.0,365.0,items/day/m2,365 particles/m2/day,"articles/m2/day (Dris et al., 2015a) and the French Pyrenees one 365 particles/m2/day (Allen et al., 2019). In Hamb",Atmospheric_flux,,1.0,False,TBL-539821352776|Atmospheric_flux|items/day/m2|365|365,PATH-01860,unspecified,Atmospheric_flux::items/day/m2::total_or_unspecified,Atmospheric_flux,total_or_unspecified,Atmospheric_flux::items/day/m2::total_or_unspecified,single_document_summary_only,,point_or_summary,proxy_family_not_physical_transfer,False,1.0,5.899897353582492,retain,Point estimate or explicitly reported finite scenario range,Atmospheric_flux,Atmospheric_flux::items/day/m2::unspecified,total_or_unspecified,PATH-01860,point_scenario,retained_previous_cleaned_input,PATH-01860,PATH-01860,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,365.0,264.36338626973287,0,264.36338626973287,False
PATH-01891,Washing load influences the microplastic release from polyes,TBL-fc56ae904e01,Washing load influences the microplastic release from polyester fabrics,Urban Runoff,400.0,400.0,mg/kg,mg/kg,pathway_parameters_FULL_STRUCTURED.xlsx::7. Transport & Delivery Coeffic::row 2219,"} }  --- Page 5 --- Sure, here is the extracted numerical data from the chart:  **Figure 3a:** - W: 400 mg/kg - DL: 400 mg/kg - MDL: 400 mg/kg - DL/SL",table_context_only_not_reverified,False,True,accepted_table_quantity,0.4,0.4,g/kg,400 mg/kg,he extracted numerical data from the chart:  **Figure 3a:** - W: 400 mg/kg - DL: 400 mg/kg - MDL: 400 mg/kg - DL/SL,Textile_release,,0.001,False,TBL-fc56ae904e01|Textile_release|g/kg|0.4|0.4,PATH-01891,unspecified,Textile_release::g/kg::material_unspecified_or_mixed,Textile_release,material_unspecified_or_mixed,Textile_release::g/kg::material_unspecified_or_mixed,bootstrap_input,,point_or_summary,proxy_family_not_physical_transfer,False,4.0,-0.916290731874155,retain,Point estimate or explicitly reported finite scenario range,Textile_release,Textile_release::g/kg::unspecified,material_unspecified_or_mixed,PATH-01891,point_scenario,retained_previous_cleaned_input,PATH-01891,PATH-01891,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,0.4,0.41,0,0.41,False
PATH-01947,Atmospheric transport and deposition of microplastics in a remote mountain catch,TBL-6ceeeace2a6c,Atmospheric transport and deposition of microplastics in a remote mountain catch,Atmospheric,42.0,42.0,,,pathway_parameters_FULL_STRUCTURED.xlsx::6. Atmospheric Deposition::row 1072,"osited daily in remote catchment [Results] Atmospheric deposition rate: 132 particles/m2/day (wet), 42 particles/m2/day (dry) [Results] 4% of deposite",table_context_only_not_reverified,False,True,accepted_table_quantity,42.0,42.0,items/day/m2,42 particles/m2/day,"esults] Atmospheric deposition rate: 132 particles/m2/day (wet), 42 particles/m2/day (dry) [Results] 4% of deposite",Atmospheric_flux,,1.0,False,TBL-6ceeeace2a6c|Atmospheric_flux|items/day/m2|42|42,PATH-01947,wet+dry,Atmospheric_flux::items/day/m2::dry,Atmospheric_flux,dry,Atmospheric_flux::items/day/m2::dry,single_document_summary_only,,point_or_summary,proxy_family_not_physical_transfer,False,1.0,3.737669618283368,retain,Point estimate or explicitly reported finite scenario range,Atmospheric_flux,Atmospheric_flux::items/day/m2::wet+dry,dry,PATH-01947,point_scenario,retained_previous_cleaned_input,PATH-01947,PATH-01947,Point estimate or explicitly reported finite scenario range,MP_deposition_count_dry,"Same deposition phase, count per area per day; location and collection protocols may differ",42.0,42.0,2,25.330127018922195,True
PATH-01965,Tyre Wear Particles Emissions and Distribution in Soil and S,TBL-f525503745b9,Tyre Wear Particles Emissions and Distribution in Soil and Stormwater Systems in,Urban Runoff,84.0,84.0,,,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 10863,"where runoff infiltrated through the soil to a subsurface drain  (Beaurepaire et al., 2025). Value: 84%  | Context: bioretention cells have  shown hig",table_context_only_not_reverified,False,True,accepted_table_quantity,0.16,0.16,fraction,84%,"e soil to a subsurface drain  (Beaurepaire et al., 2025). Value: 84%  | Context: bioretention cells have  shown hig",Urban_transmission,,0.01,False,TBL-f525503745b9|Transport_transmission|fraction|0.16|0.16,PATH-01965,unspecified,Urban_transmission::fraction::bioretention,Transport_transmission,unspecified,Transport_transmission::fraction::unspecified,auxiliary_summary_only,,point_or_summary,auxiliary_not_mapped,False,0.0,-1.8325814637483104,retain,Point estimate or explicitly reported finite scenario range,Transport_transmission,Transport_transmission::fraction::unspecified,bioretention,PATH-01965,point_scenario,retained_previous_cleaned_input,PATH-01965,PATH-01965,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,0.16,0.16,0,0.16,False
PATH-02251,Domestic laundry and microfiber pollution Exploring fiber shedding from consumer,TBL-fc5276913c8a,Domestic laundry and microfiber pollution Exploring fiber shedding from consumer,WWTP Hydrological,95.0,95.0,%,%,pathway_parameters_FULL_STRUCTURED.xlsx::4. WWTP Removal Efficiencies::row 1812,"ue: 95%  | Context: ar [32]. To estimate microfiber emission via municipal wastewater, we assumed a 95% retention in facilities based on data from stu",table_context_only_not_reverified,False,True,accepted_table_quantity,0.0499999999999999,0.0499999999999999,fraction,95%,"imate microfiber emission via municipal wastewater, we assumed a 95% retention in facilities based on data from stu",Hydrological_transmission,,0.01,False,TBL-fc5276913c8a|Textile_transmission|fraction|0.05|0.05,PATH-02251,unspecified,Hydrological_transmission::fraction::wastewater_model_assumption,Textile_transmission,unspecified,Textile_transmission::fraction::unspecified,auxiliary_summary_only,,point_or_summary,auxiliary_not_mapped,False,0.0,-2.995732273553993,retain,Point estimate or explicitly reported finite scenario range,Textile_transmission,Textile_transmission::fraction::unspecified,wastewater_model_assumption,PATH-02251,point_scenario,retained_previous_cleaned_input,PATH-02251,PATH-02251,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,0.0499999999999999,0.0499999999999999,0,0.0499999999999999,False
PATH-02324,Washing load influences the microplastic release from polyester fabrics,TBL-fc56ae904e01,Washing load influences the microplastic release from polyester fabrics,Urban Runoff,66.0,66.0,mg/kg,mg/kg,pathway_parameters_FULL_STRUCTURED.xlsx::7. Transport & Delivery Coeffic::row 2728,udy Type of fabric Microfibre released Washing load Lant et al.25 100% polyester garments 132 mg/kg 66 mg/kg 1.0–3.5 kg 3.5–6.0 kg Kärkkäinen et al.38,table_context_only_not_reverified,False,True,accepted_table_quantity,0.066,0.066,g/kg,66 mg/kg,sed Washing load Lant et al.25 100% polyester garments 132 mg/kg 66 mg/kg 1.0–3.5 kg 3.5–6.0 kg Kärkkäinen et al.38,Textile_release,,0.001,False,TBL-fc56ae904e01|Textile_release|g/kg|0.066|0.066,PATH-02324,unspecified,Textile_release::g/kg::polyester,Textile_release,polyester,Textile_release::g/kg::polyester,single_document_summary_only,,point_or_summary,proxy_family_not_physical_transfer,False,1.0,-2.718100536955712,retain,Point estimate or explicitly reported finite scenario range,Textile_release,Textile_release::g/kg::unspecified,polyester,PATH-02324,point_scenario,retained_previous_cleaned_input,PATH-02324,PATH-02324,Point estimate or explicitly reported finite scenario range,polyester_laundering_mass_per_kg,"Same synthetic polymer, release per textile mass and wash; washing conditions may differ",0.066,0.132,4,0.1249894058285045,True
PATH-02378,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,TBL-604a22a3b71e,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,1.9,1.9,L,L,pathway_parameters_FULL_STRUCTURED.xlsx::5. WWTP Concentrations & Loads::row 600,"9 items  | Context: reduction after RSF treatment in an Israeli WWTP, with a final concentration of 1.9 items L− 1. Table 1 Total count, percentages a",table_context_only_not_reverified,False,True,accepted_table_quantity,1900.0,1900.0,items/m3,1.9 items L- 1," RSF treatment in an Israeli WWTP, with a final concentration of 1.9 items L- 1. Table 1 Total count, percentages a",Hydrological_effluent,,1000.0,False,TBL-604a22a3b71e|Hydrological_water_observation|items/m3|1900|1900,PATH-02378,unspecified,Hydrological_effluent::items/m3::sand_filtration,Hydrological_water_observation,unspecified,Hydrological_water_observation::items/m3::unspecified,auxiliary_summary_only,,point_or_summary,auxiliary_not_mapped,False,0.0,7.549609165154532,retain,Point estimate or explicitly reported finite scenario range,Hydrological_water_observation,Hydrological_water_observation::items/m3::unspecified,sand_filtration,PATH-02378,point_scenario,retained_previous_cleaned_input,PATH-02378,PATH-02378,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,1900.0,1900.0,0,1900.0,False
PATH-02408,Microplastic abundance in atmospheric deposition within the Metropolitan area of,TBL-539821352776,Microplastic abundance in atmospheric deposition within the Metropolitan area of,Atmospheric,136.5,512.0,particles/m2,particles/m2,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 13781,"aude) === [Klein & Fischer 2019 STOTEN] Hamburg atmospheric MP [Results] Atmospheric MP deposition: 136.5-512.0 particles/m2/day [Results] 90% fibers,",table_context_only_not_reverified,False,True,accepted_table_quantity,136.5,512.0,items/day/m2,136.5-512.0 particles/m2/day,"TEN] Hamburg atmospheric MP [Results] Atmospheric MP deposition: 136.5-512.0 particles/m2/day [Results] 90% fibers,",Atmospheric_flux,,1.0,False,TBL-539821352776|Atmospheric_flux|items/day/m2|136.5|512,PATH-02408,unspecified,Atmospheric_flux::items/day/m2::total_or_unspecified,Atmospheric_flux,total_or_unspecified,Atmospheric_flux::items/day/m2::total_or_unspecified,scenario_only,Reported range is not established as a sampling confidence interval,unclassified_range,proxy_family_not_physical_transfer,False,1.0,4.916324614625014,retain,Point estimate or explicitly reported finite scenario range,Atmospheric_flux,Atmospheric_flux::items/day/m2::unspecified,total_or_unspecified,PATH-02408,loguniform_scenario_envelope_not_confidence_limits,retained_previous_cleaned_input,PATH-02408,PATH-02408,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,264.36338626973287,264.36338626973287,0,264.36338626973287,False
PATH-02622,Microplastics in the agroecosystem effects of plastic mulch film residues on the,TBL-2aa0dcf878e2,Microplastics in the agroecosystem effects of plastic mulch film residues on the,Agricultural,260.0,260.0,kg/ha,kg/ha,pathway_parameters_FULL_STRUCTURED.xlsx::1. All Emission Factors::row 646,(Claude) === [2020 PhD thesis] Mulch film residue in soil-plant system [Results] Mulch residue: 50-260 kg/ha in Chinese fields; fragmentation 1-5%/yea,table_context_only_not_reverified,False,True,accepted_table_quantity,5.0,26.0,g/m2,50-260 kg/ha,Mulch film residue in soil-plant system [Results] Mulch residue: 50-260 kg/ha in Chinese fields; fragmentation 1-5%/yea,Agricultural_soil_observation,,0.1,False,TBL-2aa0dcf878e2|Agricultural_soil_observation|g/m2|5|26,PATH-02622,unspecified,Agricultural_soil_observation::g/m2::mass_residue_or_material_unspecified,Agricultural_soil_observation,mass_residue_or_material_unspecified,Agricultural_soil_observation::g/m2::mass_residue_or_material_unspecified,scenario_only,Reported range is not established as a sampling confidence interval,unclassified_range,proxy_family_not_physical_transfer,False,0.0,1.6094379124341005,retain,Point estimate or explicitly reported finite scenario range,Agricultural_soil_observation,Agricultural_soil_observation::g/m2::unspecified,mass_residue_or_material_unspecified,PATH-02622,loguniform_scenario_envelope_not_confidence_limits,retained_previous_cleaned_input,PATH-02622,PATH-02622,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,11.40175425099138,11.40175425099138,0,11.40175425099138,False
PATH-02646,Accumulation of soil microplastics and phthalate esters in n,TBL-cbc15840a52a,Accumulation of soil microplastics and phthalate esters in nine typical Chinese,Agricultural,15000000.0,15000000.0,,,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 11235,"""0-30 cm"": ""7.1 x 10^6 items m^-2"",       ""0-10 cm"": ""1.1 x 10^7 items m^-2"",       ""10-20 cm"": ""1.5 x 10^7 items m^-2"",       ""20-30 cm"": ""1.5 x 10^7",table_context_only_not_reverified,False,True,accepted_table_quantity,15000000.0,15000000.0,items/m2,1.5e7 items m-2,"ems m-2"",       ""0-10 cm"": ""1.1e7 items m-2"",       ""10-20 cm"": ""1.5e7 items m-2"",       ""20-30 cm"": ""1.5e7",Agricultural_soil_observation,,1.0,False,TBL-cbc15840a52a|Agricultural_soil_observation|items/m2|15000000|15000000,PATH-02646,unspecified,Agricultural_soil_observation::items/m2::soil_abundance_depth_resolved,Agricultural_soil_observation,soil_abundance_depth_resolved,Agricultural_soil_observation::items/m2::soil_abundance_depth_resolved,single_document_summary_only,,point_or_summary,proxy_family_not_physical_transfer,False,1.0,16.523560759066484,retain,Point estimate or explicitly reported finite scenario range,Agricultural_soil_observation,Agricultural_soil_observation::items/m2::unspecified,soil_abundance_depth_resolved,PATH-02646,point_scenario,retained_previous_cleaned_input,PATH-02646,PATH-02646,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,15000000.0,9050000.0,0,9050000.0,False
PATH-02800,Accumulation of soil microplastics and phthalate esters in n,TBL-cbc15840a52a,Accumulation of soil microplastics and phthalate esters in nine typical Chinese,Agricultural,4000000.0,4000000.0,,,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 11243,"x 10^4 items kg^-1"",       ""20-30 cm"": ""9 x 10^5 to 2.9 x 10^4 items kg^-1""     },     ""Gansu #2"": ""4 x 10^6 items m^-2"",     ""Liaoning #1"": ""4 x 10^6",table_context_only_not_reverified,False,True,accepted_table_quantity,4000000.0,4000000.0,items/m2,4e6 items m-2,"   ""20-30 cm"": ""9e5 to 2.9e4 items kg-1""     },     ""Gansu #2"": ""4e6 items m-2"",     ""Liaoning #1"": ""4e6",Agricultural_soil_observation,,1.0,False,TBL-cbc15840a52a|Agricultural_soil_observation|items/m2|4000000|4000000,PATH-02800,unspecified,Agricultural_soil_observation::items/m2::soil_abundance_depth_resolved,Agricultural_soil_observation,soil_abundance_depth_resolved,Agricultural_soil_observation::items/m2::soil_abundance_depth_resolved,single_document_summary_only,,point_or_summary,proxy_family_not_physical_transfer,False,1.0,15.201804919084164,retain,Point estimate or explicitly reported finite scenario range,Agricultural_soil_observation,Agricultural_soil_observation::items/m2::unspecified,soil_abundance_depth_resolved,PATH-02800,point_scenario,retained_previous_cleaned_input,PATH-02800,PATH-02800,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,4000000.0,9050000.0,0,9050000.0,False
PATH-02841,Microplastic distribution and ecological risks investigating road dust and storm,TBL-2a7d1ac49966,Microplastic distribution and ecological risks investigating road dust and storm,Atmospheric,1.0,15.0,L,L,pathway_parameters_FULL_STRUCTURED.xlsx::5. WWTP Concentrations & Loads::row 666,ndustrial land use: 2-5x higher MP than residential [Results] Road dust: 100-500 MP/kg; stormwater: 1-15 MP/L across land uses,table_context_only_not_reverified,False,True,accepted_table_quantity,1000.0,15000.0,items/m3,1-15 MP/L,than residential [Results] Road dust: 100-500 MP/kg; stormwater: 1-15 MP/L across land uses,Urban_water_observation,,1000.0,False,TBL-2a7d1ac49966|Urban_water_observation|items/m3|1000|15000,PATH-02841,unspecified,Urban_water_observation::items/m3::particle_count,Urban_water_observation,particle_count,Urban_water_observation::items/m3::particle_count,scenario_only,Reported range is not established as a sampling confidence interval,unclassified_range,proxy_family_not_physical_transfer,False,3.0,6.907755278982137,retain,Point estimate or explicitly reported finite scenario range,Urban_water_observation,Urban_water_observation::items/m3::unspecified,particle_count,PATH-02841,loguniform_scenario_envelope_not_confidence_limits,retained_previous_cleaned_input,PATH-02841,PATH-02841,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,3872.983346207417,19436.49167310371,0,19436.49167310371,False
PATH-03028,Microplastic abundance in atmospheric deposition within the Metropolitan area of,TBL-539821352776,Microplastic abundance in atmospheric deposition within the Metropolitan area of,Atmospheric,512.0,512.0,,,pathway_parameters_FULL_STRUCTURED.xlsx::6. Atmospheric Deposition::row 1075,"19) 96–103  --- Page 6 --- accounted Value: 343.1 particles/ | Context: y in the beech/ oak forest, 512.0 particles/m2/day in the Douglas ﬁr forest an",table_context_only_not_reverified,False,True,accepted_table_quantity,512.0,512.0,items/day/m2,512.0 particles/m2/day,"d Value: 343.1 particles/ | Context: y in the beech/ oak forest, 512.0 particles/m2/day in the Douglas fir forest an",Atmospheric_flux,,1.0,False,TBL-539821352776|Atmospheric_flux|items/day/m2|512|512,PATH-03028,unspecified,Atmospheric_flux::items/day/m2::total_or_unspecified,Atmospheric_flux,total_or_unspecified,Atmospheric_flux::items/day/m2::total_or_unspecified,single_document_summary_only,,point_or_summary,proxy_family_not_physical_transfer,False,1.0,6.238324625039508,retain,Point estimate or explicitly reported finite scenario range,Atmospheric_flux,Atmospheric_flux::items/day/m2::unspecified,total_or_unspecified,PATH-03028,point_scenario,retained_previous_cleaned_input,PATH-03028,PATH-03028,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,512.0,264.36338626973287,0,264.36338626973287,False
PATH-03291,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,TBL-604a22a3b71e,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,90.03,90.03,%,%,pathway_parameters_FULL_STRUCTURED.xlsx::4. WWTP Removal Efficiencies::row 1802,"on: microfiber 79.65%, film 11.26%, fragment 9.09% [Abstract] Fiber removal: 56.16%; Particulate MP removal: 90.03% [Abstract] Daily emission: 1.6 x 1",table_context_only_not_reverified,False,True,accepted_table_quantity,0.0997,0.0997,fraction,90.03%, 9.09% [Abstract] Fiber removal: 56.16%; Particulate MP removal: 90.03% [Abstract] Daily emission: 1.6 x 1,Hydrological_transmission,,0.01,False,TBL-604a22a3b71e|Hydrological_transmission|fraction|0.0997|0.0997,PATH-03291,unspecified,Hydrological_transmission::fraction::particle_removal,Hydrological_transmission,particle_removal,Hydrological_transmission::fraction::particle_removal,bootstrap_input,,point_or_summary,proxy_family_not_physical_transfer,False,2.0,-2.3055896020143445,retain,Point estimate or explicitly reported finite scenario range,Hydrological_transmission,Hydrological_transmission::fraction::unspecified,particle_removal,PATH-03291,point_scenario,retained_previous_cleaned_input,PATH-03291,PATH-03291,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,0.0997,0.0998499999999999,0,0.0998499999999999,False
PATH-03350,Temporal Archive of Atmospheric Microplastic Deposition Presented in Ombrotrophi,TBL-3cfcea84e2ce,Temporal Archive of Atmospheric Microplastic Deposition Presented in Ombrotrophi,Atmospheric,100.0,100.0,,,pathway_parameters_FULL_STRUCTURED.xlsx::6. Atmospheric Deposition::row 1086,et al. 2021 ES&T Letters] Peat archive of atmospheric MP [Results] MP deposition rate from peat: 20-100 particles/m2/day (1980s-2010s) [Results] 3x in,table_context_only_not_reverified,False,True,accepted_table_quantity,20.0,100.0,items/day/m2,20-100 particles/m2/day,rchive of atmospheric MP [Results] MP deposition rate from peat: 20-100 particles/m2/day (1980s-2010s) [Results] 3x in,Atmospheric_flux,,1.0,False,TBL-3cfcea84e2ce|Atmospheric_flux|items/day/m2|20|100,PATH-03350,unspecified,Atmospheric_flux::items/day/m2::historical_archive,Atmospheric_flux,historical_archive,Atmospheric_flux::items/day/m2::historical_archive,scenario_only,Reported range is not established as a sampling confidence interval,unclassified_range,proxy_family_not_physical_transfer,False,0.0,2.995732273553991,retain,Point estimate or explicitly reported finite scenario range,Atmospheric_flux,Atmospheric_flux::items/day/m2::unspecified,historical_archive,PATH-03350,loguniform_scenario_envelope_not_confidence_limits,retained_previous_cleaned_input,PATH-03350,PATH-03350,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,44.7213595499958,44.7213595499958,0,44.7213595499958,False
PATH-03445,Microfiber release from real soiled consumer laundry and the,TBL-01a05c20a982,Microfiber release from real soiled consumer laundry and the impact of fabric ca,Urban Runoff,204.0,204.0,mg/kg,mg/kg,pathway_parameters_FULL_STRUCTURED.xlsx::7. Transport & Delivery Coeffic::row 2178,[Lant et al. 2020 PLoS ONE] Real consumer laundry fiber release [Results] Real soiled laundry: 114-204 mg/kg fibers released per wash [Results] Fabric,table_context_only_not_reverified,False,True,accepted_table_quantity,0.114,0.204,g/kg,114-204 mg/kg,al consumer laundry fiber release [Results] Real soiled laundry: 114-204 mg/kg fibers released per wash [Results] Fabric,Textile_release,,0.001,False,TBL-01a05c20a982|Textile_release|g/kg|0.114|0.204,PATH-03445,unspecified,Textile_release::g/kg::material_unspecified_or_mixed,Textile_release,material_unspecified_or_mixed,Textile_release::g/kg::material_unspecified_or_mixed,scenario_only,Reported range is not established as a sampling confidence interval,unclassified_range,proxy_family_not_physical_transfer,False,4.0,-2.1715568305876416,retain,Point estimate or explicitly reported finite scenario range,Textile_release,Textile_release::g/kg::unspecified,material_unspecified_or_mixed,PATH-03445,loguniform_scenario_envelope_not_confidence_limits,retained_previous_cleaned_input,PATH-03445,PATH-03445,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,0.152499180325666,0.152499180325666,0,0.152499180325666,False
PATH-03454,Microplastic Removal from Road Stormwater Runoff using Lab-scale Bioretention Ce,TBL-1b89eab2b93d,Microplastic Removal from Road Stormwater Runoff using Lab-scale Bioretention Ce,Urban Runoff,256.0,256.0,,,pathway_parameters_FULL_STRUCTURED.xlsx::7. Transport & Delivery Coeffic::row 2601,"Figure 2  C Value: 173.22 particles/ | Context: icroplastics was the stormwater runoff from a commercial road, which was  256 ± 173.22 particles/L, th",table_context_only_not_reverified,False,True,accepted_table_quantity,256000.0,256000.0,items/m3,256 ± 173.22 particles/L,"ics was the stormwater runoff from a commercial road, which was  256 ± 173.22 particles/L, th",Urban_water_observation,,1000.0,True,TBL-1b89eab2b93d|Urban_water_observation|items/m3|256000|256000,PATH-03454,unspecified,Urban_water_observation::items/m3::particle_count,Urban_water_observation,particle_count,Urban_water_observation::items/m3::particle_count,bootstrap_input,,point_or_summary,proxy_family_not_physical_transfer,False,3.0,12.4529327234617,retain,Point estimate or explicitly reported finite scenario range,Urban_water_observation,Urban_water_observation::items/m3::unspecified,particle_count,PATH-03454,point_scenario,retained_previous_cleaned_input,PATH-03454,PATH-03454,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,256000.0,256000.0,0,256000.0,False
PATH-03582,Assessment of Microplastics in a Municipal Wastewater Treatm,TBL-604a22a3b71e,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP/Hydrological,53.6,53.6,,,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 618,slie et al. 2017); 90.3% (Bayo et al. 2020c); Value: 64.4%  | Context: of removal percentages; i.e. 53.6% (Lv et al. 2019); 57% (Akarsu et al. 2020);,table_context_only_not_reverified,False,True,accepted_table_quantity,0.4639999999999999,0.4639999999999999,fraction,53.6%,l. 2020c); Value: 64.4%  | Context: of removal percentages; i.e. 53.6% (Lv et al. 2019); 57% (Akarsu et al. 2020);,Hydrological_transmission,,0.01,False,TBL-604a22a3b71e|Hydrological_transmission|fraction|0.464|0.464,PATH-03582,unspecified,Hydrological_transmission::fraction::fiber_removal,Hydrological_transmission,fiber_removal,Hydrological_transmission::fraction::fiber_removal,single_document_summary_only,,point_or_summary,proxy_family_not_physical_transfer,False,1.0,-0.767870726755882,retain,Point estimate or explicitly reported finite scenario range,Hydrological_transmission,Hydrological_transmission::fraction::unspecified,fiber_removal,PATH-03582,point_scenario,retained_previous_cleaned_input,PATH-03582,PATH-03582,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,0.4639999999999999,0.4014999999999999,0,0.4014999999999999,False
PATH-03737,Microplastic Removal from Road Stormwater Runoff using Lab-scale Bioretention Ce,TBL-1b89eab2b93d,Microplastic Removal from Road Stormwater Runoff using Lab-scale Bioretention Ce,Tire & Brake Wear,974.0,974.0,L,L,pathway_parameters_FULL_STRUCTURED.xlsx::5. WWTP Concentrations & Loads::row 665,"is shown in Figure  7. The concentration of microplastics in the inlet varied in the range of 73 to 974 particles/L. [Page 7 ---, keyword: removal eff",table_context_only_not_reverified,False,True,accepted_table_quantity,73000.0,974000.0,items/m3,73 to 974 particles/L,"ncentration of microplastics in the inlet varied in the range of 73 to 974 particles/L. [Page 7 ---, keyword: removal eff",Urban_water_observation,,1000.0,False,TBL-1b89eab2b93d|Urban_water_observation|items/m3|73000|974000,PATH-03737,unspecified,Urban_water_observation::items/m3::particle_count,Urban_water_observation,particle_count,Urban_water_observation::items/m3::particle_count,scenario_only,Reported range is not established as a sampling confidence interval,unclassified_range,proxy_family_not_physical_transfer,False,3.0,11.198214720130528,retain,Point estimate or explicitly reported finite scenario range,Urban_water_observation,Urban_water_observation::items/m3::unspecified,particle_count,PATH-03737,loguniform_scenario_envelope_not_confidence_limits,retained_previous_cleaned_input,PATH-03737,PATH-03737,Point estimate or explicitly reported finite scenario range,,Unresolved comparability: retain within-document reference only,266649.5827860978,256000.0,0,256000.0,False
