text_fp,pathway,vmin,vmax,unit,paper,sheet_short,source_row_id,paper_as_collected,pathway_as_collected,value_min,value_max,unit_as_collected,source_sheet_as_collected,context_status,restored_context,restored_paper,restored_pathway,restored_unit,restored_value_min,restored_value_max,group_original_value_pairs_count,group_units_count,collapsed_values_match_actual_pair,text_locator,context_source_table,evidence_provenance,v4_eligible_context_record,ineligibility_reason,Text_fingerprint,Source_title,Source_URL,Local_PDF_context_location,Verification_scope,record_id,screening_status,source_fraction_review_flag,process_review_tags,used_as_likelihood_observation,likelihood_status
1c2cdd9c3d2d4793247d61c840a6cf95,WWTP/Hydrological,95.8,95.8,,Microplastic distributions in a domestic wastewater treatmen,Generic Parameters & Ranges,1c2cdd9c3d2d4793247d61c840a6cf95,Microplastic distributions in a domestic wastewater treatmen,WWTP/Hydrological,95.8,95.8,,Generic Parameters & Ranges,context_restored_exact_fingerprint,: 95.8%  | Context: entra- tion in the raw wastewater was reduced by nearly 24-fold to 2.7 MPs L−1 (95.8% reduction) using the “typical” mesh size ran,Microplastic distributions in a domestic wastewater treatmen,WWTP/Hydrological,,95.8,95.8,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 5318,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-01788,missing_or_ambiguous_unit,False,wastewater,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
1c707a3c6d54d93870cb5fe71d46d59f,WWTP Hydrological,8.6,8.6,L,Microplastic distributions in a domestic wastewater treatment plant Removal effi,WWTP Concentrations & Loads,1c707a3c6d54d93870cb5fe71d46d59f,Microplastic distributions in a domestic wastewater treatment plant Removal effi,WWTP Hydrological,8.6,8.6,L,WWTP Concentrations & Loads,context_restored_exact_fingerprint,"rticles  | Context: e of the highest re- ported MPs concentrations, an average of 4.9 ﬁbers L−1 and 8.6 particles L−1 of treated wastewater, were repo",Microplastic distributions in a domestic wastewater treatment plant Removal effi,WWTP Hydrological,L,8.6,8.6,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::5. WWTP Concentrations & Loads::row 672,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,1c707a3c6d54d93870cb5fe71d46d59f,"Microplastic distributions in a domestic wastewater treatment plant: Removal efficiency, seasonal variation and influence of sampling technique",https://doi.org/10.1016/j.scitotenv.2020.141880,Microplastic distributions in a domestic wastewate.pdf; PDF page(s) 5,"A normalized 64-character context fragment was located in the local source PDF. This is a text-location check, not a full numerical or source-version audit.",PATH-01802,missing_or_ambiguous_unit,False,wastewater,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
1c81e353d9b5ec5fb9c876bd2467f44f,WWTP Hydrological,97.0,99.0,%,Microplastic distributions in a domestic wastewater treatment plant Removal effi,Generic Parameters & Ranges,1c81e353d9b5ec5fb9c876bd2467f44f,Microplastic distributions in a domestic wastewater treatment plant Removal effi,WWTP Hydrological,97.0,99.0,%,Generic Parameters & Ranges,context_restored_exact_fingerprint,"Value: 99%  | Context: ). Although WWT does not target MPs speciﬁcally, there is a con- sensus that 97–99% of MPs are removed to the sewage sludge, ma",Microplastic distributions in a domestic wastewater treatment plant Removal effi,WWTP Hydrological,%,97.0,99.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 14914,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,1c81e353d9b5ec5fb9c876bd2467f44f,"Microplastic distributions in a domestic wastewater treatment plant: Removal efficiency, seasonal variation and influence of sampling technique",https://doi.org/10.1016/j.scitotenv.2020.141880,Microplastic distributions in a domestic wastewate.pdf; PDF page(s) 2,"A normalized 64-character context fragment was located in the local source PDF. This is a text-location check, not a full numerical or source-version audit.",PATH-01810,structural_candidate_not_parameter_verified,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
1cc716024e8f70f5d052f6b62f112873,WWTP/Hydrological,99.9,99.9,,Assessment of Microplastics in a Municipal Wastewater Treatm,Generic Parameters & Ranges,1cc716024e8f70f5d052f6b62f112873,Assessment of Microplastics in a Municipal Wastewater Treatm,WWTP/Hydrological,99.9,99.9,,Generic Parameters & Ranges,context_restored_exact_fingerprint,"for microfiber removal. [Page 3 ---, keyword: removal efficiency] c); 95.16% (Yang et al. 2019), or 99.9% (Carr et al. 2016), among many others. [Page",Assessment of Microplastics in a Municipal Wastewater Treatm,WWTP/Hydrological,,99.9,99.9,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 678,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-01830,missing_or_ambiguous_unit,False,removal,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
1d06a23d4c3a4f445625b2887fc070e5,WWTP Hydrological,0.22,0.22,L,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Concentrations & Loads,1d06a23d4c3a4f445625b2887fc070e5,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,0.22,0.22,L,WWTP Concentrations & Loads,context_restored_exact_fingerprint,"ent of a Finish WWTP with a daily average flow of 10,000 m3, and Yang et al. (2019) reported 0.59 ± 0.22 items L− 1 in the effluent from the largest w",Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,L,0.22,0.22,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::5. WWTP Concentrations & Loads::row 596,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,1d06a23d4c3a4f445625b2887fc070e5,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Tertiary Treatment: Removal Efficiencies and Loading per Day into the Environment,https://doi.org/10.21203/RS.3.RS-258840/V1,Not located automatically,Exact context and row locator recovered from the original extraction workbook. The source passage has not been independently verified in this selection.,PATH-01843,missing_or_ambiguous_unit,False,wastewater,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
1d50f2ff7a9e4b65c2b604d29454f3f3,Atmospheric,365.0,365.0,particles/m2,Microplastic abundance in atmospheric deposition within the,Atmospheric Deposition,1d50f2ff7a9e4b65c2b604d29454f3f3,Microplastic abundance in atmospheric deposition within the,Atmospheric,365.0,365.0,particles/m2,Atmospheric Deposition,context_restored_exact_fingerprint,"rticles/ | Context: , France, 118 particles/m2/day (Dris et al., 2015a) and the French Pyrenees one 365 particles/m2/day (Allen et al., 2019). In Hamb",Microplastic abundance in atmospheric deposition within the,Atmospheric,particles/m2,365.0,365.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::6. Atmospheric Deposition::row 1048,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,1d50f2ff7a9e4b65c2b604d29454f3f3,"Microplastic abundance in atmospheric deposition within the Metropolitan area of Hamburg, Germany",https://doi.org/10.1016/j.scitotenv.2019.05.405,Microplastic abundance in atmospheric deposition w.pdf; PDF page(s) 7,"A normalized 64-character context fragment was located in the local source PDF. This is a text-location check, not a full numerical or source-version audit.",PATH-01860,structural_candidate_not_parameter_verified,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
1db6b3f15db991dfec8b528fc05cc166,Urban Runoff,400.0,400.0,mg/kg,Washing load influences the microplastic release from polyes,Transport & Delivery Coeffic,1db6b3f15db991dfec8b528fc05cc166,Washing load influences the microplastic release from polyes,Urban Runoff,400.0,400.0,mg/kg,Transport & Delivery Coeffic,context_restored_exact_fingerprint,"} }  --- Page 5 --- Sure, here is the extracted numerical data from the chart:  **Figure 3a:** - W: 400 mg/kg - DL: 400 mg/kg - MDL: 400 mg/kg - DL/SL",Washing load influences the microplastic release from polyes,Urban Runoff,mg/kg,400.0,400.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::7. Transport & Delivery Coeffic::row 2219,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,1db6b3f15db991dfec8b528fc05cc166,Washing load influences the microplastic release from polyester fabrics,https://doi.org/10.1038/s41598-021-98836-6,Not located automatically,Exact context and row locator recovered from the original extraction workbook. The source passage has not been independently verified in this selection.,PATH-01891,structural_candidate_not_parameter_verified,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
1e8f7c9ca798a3208e1593eda9801850,Atmospheric,42.0,42.0,,Atmospheric transport and deposition of microplastics in a remote mountain catch,Atmospheric Deposition,1e8f7c9ca798a3208e1593eda9801850,Atmospheric transport and deposition of microplastics in a remote mountain catch,Atmospheric,42.0,42.0,,Atmospheric Deposition,context_restored_exact_fingerprint,"osited daily in remote catchment [Results] Atmospheric deposition rate: 132 particles/m2/day (wet), 42 particles/m2/day (dry) [Results] 4% of deposite",Atmospheric transport and deposition of microplastics in a remote mountain catch,Atmospheric,,42.0,42.0,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::6. Atmospheric Deposition::row 1072,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-01947,missing_or_ambiguous_unit,False,deposition,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
1ed8d70bc5162300a77b38c79fbdfc3c,Urban Runoff,84.0,84.0,,Tyre Wear Particles Emissions and Distribution in Soil and S,Generic Parameters & Ranges,1ed8d70bc5162300a77b38c79fbdfc3c,Tyre Wear Particles Emissions and Distribution in Soil and S,Urban Runoff,84.0,84.0,,Generic Parameters & Ranges,context_restored_exact_fingerprint,"where runoff infiltrated through the soil to a subsurface drain  (Beaurepaire et al., 2025). Value: 84%  | Context: bioretention cells have  shown hig",Tyre Wear Particles Emissions and Distribution in Soil and S,Urban Runoff,,84.0,84.0,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 10863,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-01965,missing_or_ambiguous_unit,False,runoff;removal,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
1ef043eeaebbb2506536e9895642e82a,Urban Runoff,35.0,35.0,mg/kg,Washing load influences the microplastic release from polyes,Transport & Delivery Coeffic,1ef043eeaebbb2506536e9895642e82a,Washing load influences the microplastic release from polyes,Urban Runoff,35.0,35.0,mg/kg,Transport & Delivery Coeffic,context_restored_exact_fingerprint,"iquid detergent (DL), 420 ± 54 mg/kg in wash- ing trials performed with mild detergent (MDL); 437 ± 35 mg/kg when a combination of commercial liquid",Washing load influences the microplastic release from polyes,Urban Runoff,mg/kg,35.0,35.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::7. Transport & Delivery Coeffic::row 2252,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,1ef043eeaebbb2506536e9895642e82a,Washing load influences the microplastic release from polyester fabrics,https://doi.org/10.1038/s41598-021-98836-6,Washing load influences the microplastic release f.pdf; PDF page(s) 3,"A normalized 64-character context fragment was located in the local source PDF. This is a text-location check, not a full numerical or source-version audit.",PATH-01970,structural_candidate_not_parameter_verified,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
22afaeada6c2794dbab26ab3442637de,WWTP Hydrological,95.0,95.0,%,Domestic laundry and microfiber pollution Exploring fiber shedding from consumer,WWTP Removal Efficiencies,22afaeada6c2794dbab26ab3442637de,Domestic laundry and microfiber pollution Exploring fiber shedding from consumer,WWTP Hydrological,95.0,95.0,%,WWTP Removal Efficiencies,context_restored_exact_fingerprint,"ue: 95%  | Context: ar [32]. To estimate microfiber emission via municipal wastewater, we assumed a 95% retention in facilities based on data from stu",Domestic laundry and microfiber pollution Exploring fiber shedding from consumer,WWTP Hydrological,%,95.0,95.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::4. WWTP Removal Efficiencies::row 1812,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,22afaeada6c2794dbab26ab3442637de,Domestic laundry and microfiber pollution: Exploring fiber shedding from consumer apparel textiles,https://doi.org/10.1371/journal.pone.0250346,Domestic laundry and microfiber pollution Explorin.pdf; PDF page(s) 6,"A normalized 64-character context fragment was located in the local source PDF. This is a text-location check, not a full numerical or source-version audit.",PATH-02251,structural_candidate_not_parameter_verified,False,wastewater;release;removal,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
23bca1914305ae1e891c41f44226206a,Urban Runoff,66.0,66.0,mg/kg,Washing load influences the microplastic release from polyester fabrics,Transport & Delivery Coeffic,23bca1914305ae1e891c41f44226206a,Washing load influences the microplastic release from polyester fabrics,Urban Runoff,66.0,66.0,mg/kg,Transport & Delivery Coeffic,context_restored_exact_fingerprint,udy Type of fabric Microfibre released Washing load Lant et al.25 100% polyester garments 132 mg/kg 66 mg/kg 1.0–3.5 kg 3.5–6.0 kg Kärkkäinen et al.38,Washing load influences the microplastic release from polyester fabrics,Urban Runoff,mg/kg,66.0,66.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::7. Transport & Delivery Coeffic::row 2728,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,23bca1914305ae1e891c41f44226206a,Washing load influences the microplastic release from polyester fabrics,https://doi.org/10.1038/s41598-021-98836-6,Washing load influences the microplastic release f.pdf; PDF page(s) 7,"A normalized 64-character context fragment was located in the local source PDF. This is a text-location check, not a full numerical or source-version audit.",PATH-02324,structural_candidate_not_parameter_verified,False,release,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
24262af5eb2fd77e0264d798370b40f9,Atmospheric,70.0,70.0,,Wet and Dry Deposition Flux Measurements of Atmospheric Micr,Generic Parameters & Ranges,24262af5eb2fd77e0264d798370b40f9,Wet and Dry Deposition Flux Measurements of Atmospheric Micr,Atmospheric,70.0,70.0,,Generic Parameters & Ranges,context_restored_exact_fingerprint,al mass of deposition. Plastic wet deposition fluxes (DFs) were 10 ± 5 MPs m− 2 day− 1 and a Value: 70 % of | Context: two orders of magnitude [19]. T,Wet and Dry Deposition Flux Measurements of Atmospheric Micr,Atmospheric,,70.0,70.0,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 11080,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-02357,missing_or_ambiguous_unit,False,deposition,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
247b26400b148cce7b85127179108348,WWTP Hydrological,1.9,1.9,L,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Concentrations & Loads,247b26400b148cce7b85127179108348,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,1.9,1.9,L,WWTP Concentrations & Loads,context_restored_exact_fingerprint,"9 items  | Context: reduction after RSF treatment in an Israeli WWTP, with a final concentration of 1.9 items L− 1. Table 1 Total count, percentages a",Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,L,1.9,1.9,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::5. WWTP Concentrations & Loads::row 600,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,247b26400b148cce7b85127179108348,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Tertiary Treatment: Removal Efficiencies and Loading per Day into the Environment,https://doi.org/10.21203/RS.3.RS-258840/V1,Not located automatically,Exact context and row locator recovered from the original extraction workbook. The source passage has not been independently verified in this selection.,PATH-02378,missing_or_ambiguous_unit,False,wastewater,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
25133b146a565695753a844d44072480,Atmospheric,136.5,512.0,particles/m2,Microplastic abundance in atmospheric deposition within the Metropolitan area of,Generic Parameters & Ranges,25133b146a565695753a844d44072480,Microplastic abundance in atmospheric deposition within the Metropolitan area of,Atmospheric,136.5,512.0,particles/m2,Generic Parameters & Ranges,context_restored_exact_fingerprint,"aude) === [Klein & Fischer 2019 STOTEN] Hamburg atmospheric MP [Results] Atmospheric MP deposition: 136.5-512.0 particles/m2/day [Results] 90% fibers,",Microplastic abundance in atmospheric deposition within the Metropolitan area of,Atmospheric,particles/m2,136.5,512.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 13781,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,,,,,,PATH-02408,structural_candidate_not_parameter_verified,False,deposition,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
26ad26d9978288b186d68777c125fefb,Tire & Brake Wear,1.0,1.0,mg/L,Tyre Wear Particles Emissions and Distribution in Soil and S,Tire & Brake Wear EF,26ad26d9978288b186d68777c125fefb,Tyre Wear Particles Emissions and Distribution in Soil and S,Tire & Brake Wear,1.0,1.0,mg/L,Tire & Brake Wear EF,context_restored_exact_fingerprint,"Rural and roadside  runoff    PYR-GC/MS (benzothiazole, a  molecular marker for tyres)  average 2.5±1 mg/L  Lindfors et al., 2025  Road runoff",Tyre Wear Particles Emissions and Distribution in Soil and S,Tire & Brake Wear,mg/L,1.0,1.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::2. Tire & Brake Wear EF::row 2536,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,26ad26d9978288b186d68777c125fefb,Tyre Wear Particles: Emissions and Distribution in Soil and Stormwater Systems in Near Road Environments,https://doi.org/10.63959/chalmers.dt/5786,Tyre Wear Particles Emissions and Distribution in .pdf; PDF page(s) 18,"A normalized 64-character context fragment was located in the local source PDF. This is a text-location check, not a full numerical or source-version audit.",PATH-02500,structural_candidate_not_parameter_verified,False,runoff,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
28cd671aa66f5882ed09ae5f11c30e9e,Agricultural,260.0,260.0,kg/ha,Microplastics in the agroecosystem effects of plastic mulch film residues on the,All Emission Factors,28cd671aa66f5882ed09ae5f11c30e9e,Microplastics in the agroecosystem effects of plastic mulch film residues on the,Agricultural,260.0,260.0,kg/ha,All Emission Factors,context_restored_exact_fingerprint,(Claude) === [2020 PhD thesis] Mulch film residue in soil-plant system [Results] Mulch residue: 50-260 kg/ha in Chinese fields; fragmentation 1-5%/yea,Microplastics in the agroecosystem effects of plastic mulch film residues on the,Agricultural,kg/ha,260.0,260.0,2,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::1. All Emission Factors::row 646,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,,,,,,PATH-02622,structural_candidate_not_parameter_verified,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
292333d6947209266535d4375f9fe65d,Agricultural,15000000.0,15000000.0,,Accumulation of soil microplastics and phthalate esters in n,Generic Parameters & Ranges,292333d6947209266535d4375f9fe65d,Accumulation of soil microplastics and phthalate esters in n,Agricultural,15000000.0,15000000.0,,Generic Parameters & Ranges,context_restored_exact_fingerprint,"""0-30 cm"": ""7.1 x 10^6 items m^-2"",       ""0-10 cm"": ""1.1 x 10^7 items m^-2"",       ""10-20 cm"": ""1.5 x 10^7 items m^-2"",       ""20-30 cm"": ""1.5 x 10^7",Accumulation of soil microplastics and phthalate esters in n,Agricultural,,15000000.0,15000000.0,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 11235,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-02646,missing_or_ambiguous_unit,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
2b9a4dbaa07602c659c48b35dbcf211d,Agricultural,4000000.0,4000000.0,,Accumulation of soil microplastics and phthalate esters in n,Generic Parameters & Ranges,2b9a4dbaa07602c659c48b35dbcf211d,Accumulation of soil microplastics and phthalate esters in n,Agricultural,4000000.0,4000000.0,,Generic Parameters & Ranges,context_restored_exact_fingerprint,"x 10^4 items kg^-1"",       ""20-30 cm"": ""9 x 10^5 to 2.9 x 10^4 items kg^-1""     },     ""Gansu #2"": ""4 x 10^6 items m^-2"",     ""Liaoning #1"": ""4 x 10^6",Accumulation of soil microplastics and phthalate esters in n,Agricultural,,4000000.0,4000000.0,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 11243,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-02800,missing_or_ambiguous_unit,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
2c20f7aebcf5e4bb1e977224e6b9bfe8,Atmospheric,1.0,15.0,L,Microplastic distribution and ecological risks investigating road dust and storm,WWTP Concentrations & Loads,2c20f7aebcf5e4bb1e977224e6b9bfe8,Microplastic distribution and ecological risks investigating road dust and storm,Atmospheric,1.0,15.0,L,WWTP Concentrations & Loads,context_restored_exact_fingerprint,ndustrial land use: 2-5x higher MP than residential [Results] Road dust: 100-500 MP/kg; stormwater: 1-15 MP/L across land uses,Microplastic distribution and ecological risks investigating road dust and storm,Atmospheric,L,1.0,15.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::5. WWTP Concentrations & Loads::row 666,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-02841,missing_or_ambiguous_unit,False,runoff,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
2ed7d99eba6cc40aadec3488be57872c,Atmospheric,512.0,512.0,,Microplastic abundance in atmospheric deposition within the Metropolitan area of,Atmospheric Deposition,2ed7d99eba6cc40aadec3488be57872c,Microplastic abundance in atmospheric deposition within the Metropolitan area of,Atmospheric,512.0,512.0,,Atmospheric Deposition,context_restored_exact_fingerprint,"19) 96–103  --- Page 6 --- accounted Value: 343.1 particles/ | Context: y in the beech/ oak forest, 512.0 particles/m2/day in the Douglas ﬁr forest an",Microplastic abundance in atmospheric deposition within the Metropolitan area of,Atmospheric,,512.0,512.0,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::6. Atmospheric Deposition::row 1075,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-03028,missing_or_ambiguous_unit,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
329646e30a3cae3994ff75c6751a0a7e,WWTP/Hydrological,95.0,95.0,,Domestic laundry and microfiber pollution Exploring fiber sh,Generic Parameters & Ranges,329646e30a3cae3994ff75c6751a0a7e,Domestic laundry and microfiber pollution Exploring fiber sh,WWTP/Hydrological,95.0,95.0,,Generic Parameters & Ranges,context_restored_exact_fingerprint,"f textile per wash) and count (514,400 microfibers per kg of textile per wash) by all synthe Value: 95%  | Context: ar [32]. To estimate microfiber em",Domestic laundry and microfiber pollution Exploring fiber sh,WWTP/Hydrological,,95.0,95.0,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::13. Generic Parameters & Ranges::row 2868,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-03253,missing_or_ambiguous_unit,False,,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
330c68f5ccbf2cbccb8a598f1e3483ef,WWTP Hydrological,90.03,90.03,%,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Removal Efficiencies,330c68f5ccbf2cbccb8a598f1e3483ef,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,90.03,90.03,%,WWTP Removal Efficiencies,context_restored_exact_fingerprint,"on: microfiber 79.65%, film 11.26%, fragment 9.09% [Abstract] Fiber removal: 56.16%; Particulate MP removal: 90.03% [Abstract] Daily emission: 1.6 x 1",Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Terti,WWTP Hydrological,%,90.03,90.03,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::4. WWTP Removal Efficiencies::row 1802,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,330c68f5ccbf2cbccb8a598f1e3483ef,Assessment of Microplastics in a Municipal Wastewater Treatment Plant with Tertiary Treatment: Removal Efficiencies and Loading per Day into the Environment,https://doi.org/10.21203/RS.3.RS-258840/V1,Not located automatically,Exact context and row locator recovered from the original extraction workbook. The source passage has not been independently verified in this selection.,PATH-03291,structural_candidate_not_parameter_verified,False,release;removal,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
34210c05f8c550d4b189e639ec479ada,Atmospheric,100.0,100.0,,Temporal Archive of Atmospheric Microplastic Deposition Presented in Ombrotrophi,Atmospheric Deposition,34210c05f8c550d4b189e639ec479ada,Temporal Archive of Atmospheric Microplastic Deposition Presented in Ombrotrophi,Atmospheric,100.0,100.0,,Atmospheric Deposition,context_restored_exact_fingerprint,et al. 2021 ES&T Letters] Peat archive of atmospheric MP [Results] MP deposition rate from peat: 20-100 particles/m2/day (1980s-2010s) [Results] 3x in,Temporal Archive of Atmospheric Microplastic Deposition Presented in Ombrotrophi,Atmospheric,,100.0,100.0,1,0,yes,pathway_parameters_FULL_STRUCTURED.xlsx::6. Atmospheric Deposition::row 1086,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,no,missing_or_ambiguous_unit,,,,,,PATH-03350,missing_or_ambiguous_unit,False,deposition,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
35e3989220dc03c038f37914f5d4d316,Urban Runoff,204.0,204.0,mg/kg,Microfiber release from real soiled consumer laundry and the,Transport & Delivery Coeffic,35e3989220dc03c038f37914f5d4d316,Microfiber release from real soiled consumer laundry and the,Urban Runoff,204.0,204.0,mg/kg,Transport & Delivery Coeffic,context_restored_exact_fingerprint,[Lant et al. 2020 PLoS ONE] Real consumer laundry fiber release [Results] Real soiled laundry: 114-204 mg/kg fibers released per wash [Results] Fabric,Microfiber release from real soiled consumer laundry and the,Urban Runoff,mg/kg,204.0,204.0,1,1,yes,pathway_parameters_FULL_STRUCTURED.xlsx::7. Transport & Delivery Coeffic::row 2178,FULL_STRUCTURED,context_restored_by_exact_text_fingerprint_not_primary_pdf_verified,yes,,,,,,,PATH-03445,structural_candidate_not_parameter_verified,False,release,False,Original numeric tokens are not admitted; verified study summaries are a separate linked evidence layer.
