Source_lake_row,Lake_lon,Lake_lat,OSM_locations_25km,Nearest_OSM_km,Nearest_OSM_lon,Nearest_OSM_lat,Nearest_OSM_name,Nearest_OSM_tags,OSM_source_region
24518,89.039385,22.551339,376,3.140001,89.06256632,22.56979061,Biswanath Gosh,"aquaculture=shrimp, description=2 no pond, landuse=aquaculture, name=Biswanath Gosh, natural=water, operator=Private",asia
24519,89.066857,22.549853,379,2.081597,89.0662222,22.56864126,Biswanath Gosh,"aquaculture=shrimp, description=1 no pond, landuse=aquaculture, name=Biswanath Gosh, natural=water, operator=Private",asia
24520,89.60227,22.547897,23,8.203532,89.64852481,22.48755448,Sonakhali Cingrir Gher,"addr:district=Bagerhat, addr:union=Mithakhali, addr:ward=2, description=over 100 acres of land, Click here for more information -https://www.openstreetmap.org/user/aHaSaN/diary, landuse=aquaculture, name=Sonakhali Cingrir Gher, natural=wetland, source=survey, source:date=2018-03-08, source:name=logic_undp, type=physical",asia
24521,89.067904,22.547457,379,2.352269,89.0662222,22.56864126,Biswanath Gosh,"aquaculture=shrimp, description=1 no pond, landuse=aquaculture, name=Biswanath Gosh, natural=water, operator=Private",asia
24522,89.070639,22.546183,379,2.52813,89.0662222,22.56864126,Biswanath Gosh,"aquaculture=shrimp, description=1 no pond, landuse=aquaculture, name=Biswanath Gosh, natural=water, operator=Private",asia
24523,89.401455,22.546079,19,4.433895,89.4397105,22.56453477,Chittababu Crab hachary,"addr:district=Khulna, addr:union=Tildanga, addr:ward=6, damage=yes, description=50 per cent area pond ( Sidor/Ayla/Mohasen,2007/2009/2013,50%), landuse=aquaculture, name=Chittababu Crab hachary, name_disaster=Sidr/Ayla/Mohasen, natural=water, source=Survey, source:date=2018-11-21, source:name=logic_undp, source_ref=https://www.openstreetmap.org/user/aHaSaN/diary, type=physical, water=pond",asia
24525,89.588542,22.544105,22,8.792086,89.64852481,22.48755448,Sonakhali Cingrir Gher,"addr:district=Bagerhat, addr:union=Mithakhali, addr:ward=2, description=over 100 acres of land, Click here for more information -https://www.openstreetmap.org/user/aHaSaN/diary, landuse=aquaculture, name=Sonakhali Cingrir Gher, natural=wetland, source=survey, source:date=2018-03-08, source:name=logic_undp, type=physical",asia
24526,88.766167,22.54371,23,21.631638,88.97599785,22.55680237,NA,"description=cluster 1, landuse=aquaculture, natural=water",asia
24527,89.181256,22.543744,404,11.295474,89.09623072,22.60831568,NA,"landuse=aquaculture, natural=water, produce=shrimp",asia
24528,89.453014,22.542327,26,2.814294,89.4397105,22.56453477,Chittababu Crab hachary,"addr:district=Khulna, addr:union=Tildanga, addr:ward=6, damage=yes, description=50 per cent area pond ( Sidor/Ayla/Mohasen,2007/2009/2013,50%), landuse=aquaculture, name=Chittababu Crab hachary, name_disaster=Sidr/Ayla/Mohasen, natural=water, source=Survey, source:date=2018-11-21, source:name=logic_undp, source_ref=https://www.openstreetmap.org/user/aHaSaN/diary, type=physical, water=pond",asia
24529,89.074788,22.537698,393,3.538045,89.0662222,22.56864126,Biswanath Gosh,"aquaculture=shrimp, description=1 no pond, landuse=aquaculture, name=Biswanath Gosh, natural=water, operator=Private",asia
24530,88.762653,22.537282,23,22.05116,88.97599785,22.55680237,NA,"description=cluster 1, landuse=aquaculture, natural=water",asia
24533,89.404555,22.532413,19,5.07239,89.4397105,22.56453477,Chittababu Crab hachary,"addr:district=Khulna, addr:union=Tildanga, addr:ward=6, damage=yes, description=50 per cent area pond ( Sidor/Ayla/Mohasen,2007/2009/2013,50%), landuse=aquaculture, name=Chittababu Crab hachary, name_disaster=Sidr/Ayla/Mohasen, natural=water, source=Survey, source:date=2018-11-21, source:name=logic_undp, source_ref=https://www.openstreetmap.org/user/aHaSaN/diary, type=physical, water=pond",asia
24534,88.755581,22.531207,23,22.849362,88.97599785,22.55680237,NA,"description=cluster 1, landuse=aquaculture, natural=water",asia
24536,89.079446,22.525127,395,5.006973,89.0662222,22.56864126,Biswanath Gosh,"aquaculture=shrimp, description=1 no pond, landuse=aquaculture, name=Biswanath Gosh, natural=water, operator=Private",asia
24537,89.189776,22.523732,413,13.4274,89.09623072,22.60831568,NA,"landuse=aquaculture, natural=water, produce=shrimp",asia
24540,88.793823,22.51875,23,19.207926,88.97599785,22.55680237,NA,"description=cluster 1, landuse=aquaculture, natural=water",asia
24541,88.845444,22.511758,365,14.326588,88.97599785,22.55680237,NA,"description=cluster 1, landuse=aquaculture, natural=water",asia
24543,89.652581,22.505164,22,1.994193,89.64852481,22.48755448,Sonakhali Cingrir Gher,"addr:district=Bagerhat, addr:union=Mithakhali, addr:ward=2, description=over 100 acres of land, Click here for more information -https://www.openstreetmap.org/user/aHaSaN/diary, landuse=aquaculture, name=Sonakhali Cingrir Gher, natural=wetland, source=survey, source:date=2018-03-08, source:name=logic_undp, type=physical",asia
24545,88.790742,22.503945,23,19.936577,88.97599785,22.55680237,NA,"description=cluster 1, landuse=aquaculture, natural=water",asia
24546,89.184449,22.501739,436,14.240851,89.0662222,22.56864126,Biswanath Gosh,"aquaculture=shrimp, description=1 no pond, landuse=aquaculture, name=Biswanath Gosh, natural=water, operator=Private",asia
24548,88.806367,22.48979,23,18.963678,88.97599785,22.55680237,NA,"description=cluster 1, landuse=aquaculture, natural=water",asia
24549,88.781111,22.486206,23,21.520203,88.97599785,22.55680237,NA,"description=cluster 1, landuse=aquaculture, natural=water",asia
24550,89.100714,22.485213,431,9.896636,89.0662222,22.56864126,Biswanath Gosh,"aquaculture=shrimp, description=1 no pond, landuse=aquaculture, name=Biswanath Gosh, natural=water, operator=Private",asia
24551,89.452914,22.472712,33,0.998234,89.46255422,22.47370706,Shrimp Firm of Mr. Hanif,"Type=Physical, addr:district=Khulna, addr:union=Sutarkhali, addr:ward=4, damage=Yes, description=Shrimp firm on 20 acre Land(2009, Partially Damage, 40%), landuse=aquaculture, name=Shrimp Firm of Mr. Hanif, name_disaster=Aila, source=survey, source:date=2018-11-21, source:name=logic_undp, source_ref=https://www.openstreetmap.org/user/aHaSaN/diary",asia
24552,89.414061,22.471485,27,1.461545,89.39986611,22.47109368,hadda govt para fish hatchery,"addr:district=Khulna, addr:union=Moheshwaripur, addr:ward=9, aquaculture=fish, damage=yes, description=500 acre area,flooded,(2009,), landuse=aquaculture, name=hadda govt para fish hatchery, name_disaster=Aila, source=survey, source:date=21-11-2018, source:name=logic_undp, source_ref=https://www.openstreetmap.org/user/aHaSaN/diary, type=physical",asia
24553,89.260553,22.470422,72,7.955648,89.2775572,22.4003394,Deyara Gon enclosure,"addr:district=Khulna, addr:union=Maharajpur, addr:ward=8 no ward, damage=yes, description=Shrimp is cultivated, it was damaged 80% in 2009, landuse=aquaculture, name=Deyara Gon enclosure, name:disaster=Aila, source=survey, source:date=9/10/2018, source:name=logic_undp, source_ref=https://bit.ly/2NBTrkT, type=natural",asia
24554,88.827854,22.469377,26,18.056726,88.97599785,22.55680237,NA,"description=cluster 1, landuse=aquaculture, natural=water",asia
24555,89.076489,22.464789,427,11.548727,89.0662222,22.56864126,Biswanath Gosh,"aquaculture=shrimp, description=1 no pond, landuse=aquaculture, name=Biswanath Gosh, natural=water, operator=Private",asia
24556,89.676345,22.457636,21,0.136016,89.67535602,22.45682134,Akram Ali Ijadarer Gher,"addr:district=Bagerhat, addr:union=Sundorban, addr:ward=6 no ward, damage=yes, description=enclosure above 100 bighas of land.The impact of the Aila disaster in 2009 was 80%, landuse=aquaculture, name=Akram Ali Ijadarer Gher, name:disaster=Alia, source=survey, source:date=2018-05-08, source:name=logic_undp, type=physical",asia
24557,88.821771,22.456051,23,19.398202,88.97599785,22.55680237,NA,"description=cluster 1, landuse=aquaculture, natural=water",asia
24558,89.171565,22.456314,436,11.525136,89.20334396,22.356519,NA,"landuse=aquaculture, product=fish",asia
24559,89.380534,22.456085,34,1.666513,89.39475576,22.44889251,hadda shordar para hatchery,"addr:district=Khulna, addr:union=Moheshwaripur, addr:ward=8, aquaculture=fish, damage=yes, description=on 500 acre area,salinity increase,(2009,50%), landuse=aquaculture, name=hadda shordar para hatchery, name_disaster=Aila, source=survey, source:date=21-11-2018, source:name=logic_undp, source_ref=https://www.openstreetmap.org/user/aHaSaN/diary, type=natural",asia
24560,89.201298,22.455652,349,9.83025,89.27189158,22.3958769,Dean Mohammad Mali's Crab Hatchery,"addr:district=Khulna, addr:union=Maharajpur, addr:ward=6 no ward, damage=no, description=Businessman Crab Hatchery about 20 Century Land, landuse=aquaculture, name=Dean Mohammad Mali's Crab Hatchery, source=survey, source:date=9/10/2018, source:name=logic_undp, source_ref=https://bit.ly/2NBTrkT, type=physical",asia
24562,89.392629,22.451745,34,0.384317,89.39475576,22.44889251,hadda shordar para hatchery,"addr:district=Khulna, addr:union=Moheshwaripur, addr:ward=8, aquaculture=fish, damage=yes, description=on 500 acre area,salinity increase,(2009,50%), landuse=aquaculture, name=hadda shordar para hatchery, name_disaster=Aila, source=survey, source:date=21-11-2018, source:name=logic_undp, source_ref=https://www.openstreetmap.org/user/aHaSaN/diary, type=natural",asia
24563,89.241937,22.449354,70,6.550406,89.2775572,22.4003394,Deyara Gon enclosure,"addr:district=Khulna, addr:union=Maharajpur, addr:ward=8 no ward, damage=yes, description=Shrimp is cultivated, it was damaged 80% in 2009, landuse=aquaculture, name=Deyara Gon enclosure, name:disaster=Aila, source=survey, source:date=9/10/2018, source:name=logic_undp, source_ref=https://bit.ly/2NBTrkT, type=natural",asia
24565,88.818435,22.443951,23,20.469941,88.97599785,22.55680237,NA,"description=cluster 1, landuse=aquaculture, natural=water",asia
24566,89.43642,22.43666,30,4.497685,89.39475576,22.44889251,hadda shordar para hatchery,"addr:district=Khulna, addr:union=Moheshwaripur, addr:ward=8, aquaculture=fish, damage=yes, description=on 500 acre area,salinity increase,(2009,50%), landuse=aquaculture, name=hadda shordar para hatchery, name_disaster=Aila, source=survey, source:date=21-11-2018, source:name=logic_undp, source_ref=https://www.openstreetmap.org/user/aHaSaN/diary, type=natural",asia
24567,89.686458,22.436143,20,1.191333,89.68748674,22.4468587,Abul Kalam Ghazi's shrimp girth,"addr:district=Bagerhat, addr:union=Sundorban, addr:ward=7 no ward, aquaculture=shrimp, damage=yes, description=shrimp girth above 100 bighas of land.In 2007, the damage to the Sidar disaster was 100%, landuse=aquaculture, name=Abul Kalam Ghazi's shrimp girth, name:disaster=Sidr, source=survey, source:date=2018-05-08, source:name=logic_undp, type=physical",asia
24568,89.245334,22.434485,70,5.030269,89.2775572,22.4003394,Deyara Gon enclosure,"addr:district=Khulna, addr:union=Maharajpur, addr:ward=8 no ward, damage=yes, description=Shrimp is cultivated, it was damaged 80% in 2009, landuse=aquaculture, name=Deyara Gon enclosure, name:disaster=Aila, source=survey, source:date=9/10/2018, source:name=logic_undp, source_ref=https://bit.ly/2NBTrkT, type=natural",asia
24569,88.834588,22.429525,23,20.258051,88.97599785,22.55680237,NA,"description=cluster 1, landuse=aquaculture, natural=water",asia
24570,89.204493,22.428961,236,7.097493,89.24286168,22.37571475,Shrimp farming enclosure,"addr:district=Khulna, addr:union=Maharajpur, addr:ward=5 no ward, damage=no, description=Asafur's shrimp farming enclosure with 14 bighas of land, landuse=aquaculture, name=Shrimp farming enclosure, source=survey, source:date=9/10/2018, source:name=logic_undp, source_ref=https://bit.ly/2NBTrkT, type=physical",asia
24571,89.693848,22.427714,19,1.706517,89.67727178,22.42772977,Chobor Shikarir Gher,"addr:district=Bagerhat, addr:union=Sundorban, addr:ward=4 no ward, damage=yes, description=enclosure above 150 bighas of land.The area affected 80% of the Ailla disaster in 2009, landuse=aquaculture, name=Chobor Shikarir Gher, name:disaster=Alia, source=survey, source:date=2018-05-08, source:name=logic_undp, type=physical",asia
24572,89.177568,22.412303,237,6.723447,89.20334396,22.356519,NA,"landuse=aquaculture, product=fish",asia
24573,89.207591,22.401366,66,4.610941,89.24286168,22.37571475,Shrimp farming enclosure,"addr:district=Khulna, addr:union=Maharajpur, addr:ward=5 no ward, damage=no, description=Asafur's shrimp farming enclosure with 14 bighas of land, landuse=aquaculture, name=Shrimp farming enclosure, source=survey, source:date=9/10/2018, source:name=logic_undp, source_ref=https://bit.ly/2NBTrkT, type=physical",asia
24574,89.333042,22.394682,67,0.578388,89.32850081,22.39160824,choukuni 6no ward hatchery,"addr:district=Khulna, addr:union=Moheshwaripur, addr:ward=4, aquaculture=fish, damage=yes, description=350 bigha saline hatchery,flooded,(2009,70%), landuse=aquaculture, name=choukuni 6no ward hatchery, name_disaster=Aila, source=survey, source:date=21-11-2018, source:name=logic_undp, source_ref=https://www.openstreetmap.org/user/aHaSaN/diary, type=physical",asia
24575,89.311838,22.389583,65,0.61942,89.31387385,22.38431945,choukuni hatchery,"addr:district=Khulna, addr:union=Moheshwaripur, addr:ward=4, aquaculture=fish, damage=yes, description=5 bigha hatchey,flooded and structural damage,(2008, 2009,80%), landuse=aquaculture, name=choukuni hatchery, name_disaster=Aila,Sidr, source=survey, source:date=21-11-2018, source:name=logic_undp, source_ref=https://www.openstreetmap.org/user/aHaSaN/diary, type=physical",asia
24576,89.335561,22.388161,66,0.821162,89.32850081,22.39160824,choukuni 6no ward hatchery,"addr:district=Khulna, addr:union=Moheshwaripur, addr:ward=4, aquaculture=fish, damage=yes, description=350 bigha saline hatchery,flooded,(2009,70%), landuse=aquaculture, name=choukuni 6no ward hatchery, name_disaster=Aila, source=survey, source:date=21-11-2018, source:name=logic_undp, source_ref=https://www.openstreetmap.org/user/aHaSaN/diary, type=physical",asia
24577,89.184471,22.385438,66,3.746098,89.20334396,22.356519,NA,"landuse=aquaculture, product=fish",asia
24578,89.252974,22.384813,64,1.448998,89.24286168,22.37571475,Shrimp farming enclosure,"addr:district=Khulna, addr:union=Maharajpur, addr:ward=5 no ward, damage=no, description=Asafur's shrimp farming enclosure with 14 bighas of land, landuse=aquaculture, name=Shrimp farming enclosure, source=survey, source:date=9/10/2018, source:name=logic_undp, source_ref=https://bit.ly/2NBTrkT, type=physical",asia
24580,89.189056,22.367601,63,1.916152,89.20334396,22.356519,NA,"landuse=aquaculture, product=fish",asia
24581,88.990714,22.358864,73,15.738803,89.14214677,22.33994032,NA,"landuse=aquaculture, product=fish",asia
24584,88.875698,22.350735,8,24.769642,88.98096818,22.5518777,NA,"aquaculture=shrimp, description=cluster 2, landuse=aquaculture, natural=water",asia
24585,89.14375,22.327385,61,1.400087,89.14214677,22.33994032,NA,"landuse=aquaculture, product=fish",asia
24586,89.203323,22.322931,62,2.997004,89.19051092,22.29863318,NA,"landuse=aquaculture, product=fish",asia
24587,89.01621,22.311756,49,13.344674,89.14214677,22.33994032,NA,"landuse=aquaculture, product=fish",asia
24588,89.163042,22.304457,61,2.687797,89.18726428,22.29545133,NA,"landuse=aquaculture, product=fish",asia
24589,89.229729,22.287657,62,3.500565,89.196351,22.29353027,NA,"landuse=aquaculture, product=fish",asia
24590,89.072917,22.26507,51,10.937257,89.14214677,22.33994032,NA,"landuse=aquaculture, product=fish",asia
24591,89.230519,22.264448,61,4.77186,89.196351,22.29353027,NA,"landuse=aquaculture, product=fish",asia
24592,89.187671,22.254391,61,4.302876,89.19033305,22.2931697,NA,"landuse=aquaculture, product=fish",asia
24594,89.124249,22.227707,54,9.922703,89.18726428,22.29545133,NA,"landuse=aquaculture, product=fish",asia
24595,89.151215,22.222954,56,8.758541,89.19033305,22.2931697,NA,"landuse=aquaculture, product=fish",asia
24596,89.123005,22.214854,52,11.09238,89.18966473,22.29349295,NA,"landuse=aquaculture, product=fish",asia
24597,89.129935,22.197119,52,12.320658,89.18966473,22.29349295,NA,"landuse=aquaculture, product=fish",asia
24600,95.901042,22.049039,1,24.175178,96.12557292,21.98712195,Tha Yat Kone Hatchery,"landuse=aquaculture, name=Tha Yat Kone Hatchery, name:en=Tha Yat Kong Hatchery, name:my=သရက်ကုန်း ငါးသားဖောက်စခန်း, operator=Ministry of Agriculture, Lifestock and Irrigation (MoALI), Department of Fisheries, place=city_block, postal_code=0501-2018",asia
24601,95.91339,22.026974,1,22.349362,96.12557292,21.98712195,Tha Yat Kone Hatchery,"landuse=aquaculture, name=Tha Yat Kone Hatchery, name:en=Tha Yat Kong Hatchery, name:my=သရက်ကုန်း ငါးသားဖောက်စခန်း, operator=Ministry of Agriculture, Lifestock and Irrigation (MoALI), Department of Fisheries, place=city_block, postal_code=0501-2018",asia
24603,96.067666,21.94254,1,7.755171,96.12557292,21.98712195,Tha Yat Kone Hatchery,"landuse=aquaculture, name=Tha Yat Kone Hatchery, name:en=Tha Yat Kong Hatchery, name:my=သရက်ကုန်း ငါးသားဖောက်စခန်း, operator=Ministry of Agriculture, Lifestock and Irrigation (MoALI), Department of Fisheries, place=city_block, postal_code=0501-2018",asia
24605,95.935417,21.914768,1,21.21371,96.12557292,21.98712195,Tha Yat Kone Hatchery,"landuse=aquaculture, name=Tha Yat Kone Hatchery, name:en=Tha Yat Kong Hatchery, name:my=သရက်ကုန်း ငါးသားဖောက်စခန်း, operator=Ministry of Agriculture, Lifestock and Irrigation (MoALI), Department of Fisheries, place=city_block, postal_code=0501-2018",asia
24606,96.052294,21.888226,4,13.312633,96.12557292,21.98712195,Tha Yat Kone Hatchery,"landuse=aquaculture, name=Tha Yat Kone Hatchery, name:en=Tha Yat Kong Hatchery, name:my=သရက်ကုန်း ငါးသားဖောက်စခန်း, operator=Ministry of Agriculture, Lifestock and Irrigation (MoALI), Department of Fisheries, place=city_block, postal_code=0501-2018",asia
24608,95.893836,21.772445,3,21.767348,96.06897018,21.66351682,NA,"landuse=aquaculture, produce=fish",asia
24610,96.219026,21.677113,3,15.49129,96.06997793,21.66431121,NA,"landuse=aquaculture, produce=fish",asia
24658,95.586937,20.168785,3,16.886563,95.55965342,20.01844253,ငါးကန်,"landuse=aquaculture, name=ငါးကန်",asia
24661,95.602665,20.115341,3,11.632458,95.55965342,20.01844253,ငါးကန်,"landuse=aquaculture, name=ငါးကန်",asia
24664,95.719829,19.851647,3,24.899309,95.55925922,20.01757102,ငါးကန်,"landuse=aquaculture, name=ငါးကန်",asia
24666,99.939594,19.831721,1,18.654949,99.8409706,19.97205816,Inter Fish Farm,"addr:city=Chiang Rai, addr:housenumber=114 หมู่ 5, addr:postcode=57100, addr:street=Ban Du, Mueang Chiang Rai District,, landuse=aquaculture, name=Inter Fish Farm, produce=koi_fish",asia
24674,99.869488,19.35574,12,14.510128,99.85781086,19.22512839,NA,"landuse=aquaculture, natural=water, source=Bing, water=pond",asia
24680,99.953125,19.004656,2,20.27792,99.8564928,19.1631441,NA,"landuse=aquaculture, natural=water, source=survey, water=pond",asia
24682,99.122917,18.92752,71,10.089317,99.04429439,18.87547891,NA,"landuse=aquaculture, natural=water, source=Bing, water=pond",asia
24717,102.38125,17.960417,2,19.639684,102.5342313,17.86022728,NA,"landuse=aquaculture, source=Bing",asia
24727,102.541963,17.844176,2,1.956442,102.5342313,17.86022728,NA,"landuse=aquaculture, source=Bing",asia
24729,102.42159,17.817139,2,10.026002,102.5160113,17.81203652,NA,"landuse=aquaculture, source=survey; Bing",asia
24732,102.679031,17.791975,2,17.108047,102.5342313,17.86022728,NA,"landuse=aquaculture, source=Bing",asia
24746,102.604567,17.675451,2,17.796923,102.5160113,17.81203652,NA,"landuse=aquaculture, source=survey; Bing",asia
24773,106.551098,17.46375,1,18.531603,106.7072721,17.38917667,Tổ hợp Hồ tôm phía Bắc thôn Tân Định,"landuse=aquaculture, name=Tổ hợp Hồ tôm phía Bắc thôn Tân Định, produce=shrimp",asia
24776,106.640707,17.384636,1,7.091363,106.7072721,17.38917667,Tổ hợp Hồ tôm phía Bắc thôn Tân Định,"landuse=aquaculture, name=Tổ hợp Hồ tôm phía Bắc thôn Tân Định, produce=shrimp",asia
24788,96.402795,17.211425,3,22.798807,96.60064598,17.13227856,ငါးကန်,"landuse=aquaculture, name=ငါးကန်",asia
24789,106.654965,17.209991,1,20.595898,106.7072721,17.38917667,Tổ hợp Hồ tôm phía Bắc thôn Tân Định,"landuse=aquaculture, name=Tổ hợp Hồ tôm phía Bắc thôn Tân Định, produce=shrimp",asia
24791,103.791112,17.175669,2,14.843832,103.7733441,17.30870251,NA,"landuse=aquaculture, source=DigitalGlobe",asia
24802,96.101502,17.007416,1,22.61679,96.3009098,16.937133,Nyi Thu (K),"landuse=aquaculture, name=Nyi Thu (K)",asia
24803,96.102708,16.982656,1,21.703002,96.3009098,16.937133,Nyi Thu (K),"landuse=aquaculture, name=Nyi Thu (K)",asia
24810,96.136148,16.839087,1,20.637797,96.3009098,16.937133,Nyi Thu (K),"landuse=aquaculture, name=Nyi Thu (K)",asia
24851,104.588093,15.891395,57,3.222617,104.5858283,15.86235514,NA,"landuse=aquaculture, produce=fish",asia
24853,104.638542,15.887192,57,4.16794,104.6447875,15.85001496,NA,"landuse=aquaculture, produce=fish",asia
24854,104.742244,15.887083,57,10.895007,104.6480963,15.84979876,NA,"landuse=aquaculture, produce=fish",asia
24901,99.613777,14.631202,1,23.381773,99.70428431,14.82328853,NA,"landuse=aquaculture, source=Bing",asia
24934,100.442613,13.594924,1,18.250954,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24935,100.511624,13.593559,1,24.573158,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24936,100.444792,13.586436,1,17.899186,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24937,100.496378,13.576,1,22.261488,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24938,100.498144,13.56856,1,22.125624,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24939,100.435479,13.560444,1,15.563676,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24941,100.370686,13.545674,1,8.758974,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24942,100.393663,13.544043,1,10.71883,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24944,100.420362,13.542707,1,13.248065,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24945,100.361731,13.537031,1,7.405536,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24946,100.393361,13.532064,1,10.097651,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24947,100.528081,13.532346,1,24.197243,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24948,100.457292,13.531689,1,16.671581,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24949,100.343595,13.531324,1,5.512246,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24950,100.470202,13.528131,1,17.950574,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24951,100.387895,13.527066,1,9.339744,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24952,100.25625,13.526864,1,6.529533,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24953,100.405208,13.524505,1,11.019751,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24954,100.367883,13.524248,1,7.228305,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24955,100.514222,13.522589,1,22.553634,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24957,100.51978,13.521923,1,23.141128,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24958,100.422989,13.518739,1,12.735082,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24959,100.23964,13.517496,1,7.738835,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24960,100.376816,13.515618,1,7.793643,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24961,100.390807,13.515638,1,9.258616,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24962,100.407789,13.514575,1,11.031789,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24963,100.33733,13.510729,1,3.600095,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24964,100.361993,13.510717,1,6.101902,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
24965,100.256474,13.509332,1,5.735012,100.3076697,13.496016,ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร,"landuse=aquaculture, name=ศูนย์แสดงพันธ์สัตว์น้ำสมุทรสาคร",asia
